Hotel Name,City,Country,Rating,Price,Amenities,Review-1,Review-2,,,,,
Choktawee Residence and Mansion,Mai,Thailand,4,968,Air ConditioningFree InternetLaundry ServiceRestaurant/Coffee ShopRoom ServiceSpaTravel Assistance, , ,,,,,
Chiangmai Family Suite,Mai,Thailand,5,2689,Air ConditioningFree InternetLaundry ServiceRestaurant/Coffee ShopRoom Service, , ,,,,,
Donchan Residence,Mai,Thailand,3.5,733,Air ConditioningFree InternetLaundry ServiceRestaurant/Coffee ShopTravel Assistance, , ,,,,,
Golden Key Boutique Hotel,Mai,Thailand,3.5,1349,Free InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpaSwimming PoolTravel Assistance, , ,,,,,
Donchan Grand Hotel,Mai,Thailand,,1025,, , ,,,,,
Him Dara Homestay,Mai,Thailand,,1268,Indoor EntertainmentLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopSpaTravel Assistance, , ,,,,,
Amata Lanna Chiang Mai One Member of The Secret Retreat,Mai,Thailand,4.5,5641,Air ConditioningCCTV surveillanceFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
Siripanna Villa Resort & Spa Chiang Mai,Mai,Thailand,4.5,3344,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaIndoor Entertainment,Staff were great and cooperative, ,,,,,
Shangri-La Hotel Chiang Mai,Mai,Thailand,4.5,7839,Air ConditioningAirport Transfer (on Demand)Banquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-Spa, , ,,,,,
ONCE (upon a time) Chiang Mai Boutique Home,Mai,Thailand,5,2985,Banquet hallRestaurant/Coffee ShopRoom ServiceTravel Assistance,Very nice place, ,,,,,
RatiLanna Riverside Spa Resort Chiang Mai,Mai,Thailand,4.5,9542,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaIndoor Entertainment, , ,,,,,
Le Meridien Chiang Mai,Mai,Thailand,4.5,8425,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaLaundry Service,Located at the most happening place of chiang mai....very gud property....!, ,,,,,
Varada Place,Mai,Thailand,4.5,916,Air ConditioningCCTV surveillanceFree InternetHealth-SpaLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom Service, , ,,,,,
The Britannia,Mai,Thailand,4.5,647,CCTV surveillanceFree InternetLaundry ServiceTravel Assistance, , ,,,,,
Shewe Wana Boutique Resort & Spa,Mai,Thailand,4.5,3035,Air ConditioningFree InternetHealth-SpaLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpa,Excellent location and very cordial staff...barely 10 mins from old town and all the historic sites..very close to the railway station..good breakfast..enjoyed our stay., ,,,,,
Amata Lanna Village,Mai,Thailand,5,3741,Air ConditioningConference RoomFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
iWualai Hotel,Mai,Thailand,4.5,2021,Air ConditioningLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSwimming PoolTravel Assistance, , ,,,,,
Thai Time Hostel,Mai,Thailand,4.5,559,Laundry ServiceTravel Assistance, , ,,,,,
Mojo House,Mai,Thailand,4.5,560,Air ConditioningFree InternetRestaurant/Coffee ShopTravel Assistance, , ,,,,,
C Hotel Boutique and Comfort,Mai,Thailand,,1395,Laundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopTravel Assistance, , ,,,,,
Sri Ngachang,Mai,Thailand,,3693,, , ,,,,,
Smile Lanna Hotel,Mai,Thailand,,3961,Conference RoomFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopSwimming PoolTravel Assistance, , ,,,,,
Triple S Hostel,Mai,Thailand,,1130,Airport Transfer (on Demand)Outdoor ActivitiesTravel Assistance, , ,,,,,
Relax at Wualai,Mai,Thailand,,995,, , ,,,,,
@Home Hostel Wua Lai,Mai,Thailand,,1119,, , ,,,,,
White Boutique Hotel and Spa,Mai,Thailand,,1499,Parking FacilityRestaurant/Coffee ShopSpaSwimming PoolTravel Assistance, , ,,,,,
Amata Lanna Chiang Mai One Member of The Secret Retreat,Mai,Thailand,4.5,5641,Air ConditioningCCTV surveillanceFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
Siripanna Villa Resort & Spa Chiang Mai,Mai,Thailand,4.5,3344,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaIndoor Entertainment,Staff were great and cooperative, ,,,,,
Shangri-La Hotel Chiang Mai,Mai,Thailand,4.5,7839,Air ConditioningAirport Transfer (on Demand)Banquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-Spa, , ,,,,,
ONCE (upon a time) Chiang Mai Boutique Home,Mai,Thailand,5,2985,Banquet hallRestaurant/Coffee ShopRoom ServiceTravel Assistance,Very nice place, ,,,,,
RatiLanna Riverside Spa Resort Chiang Mai,Mai,Thailand,4.5,9542,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaIndoor Entertainment, , ,,,,,
Le Meridien Chiang Mai,Mai,Thailand,4.5,8425,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaLaundry Service,Located at the most happening place of chiang mai....very gud property....!, ,,,,,
Varada Place,Mai,Thailand,4.5,916,Air ConditioningCCTV surveillanceFree InternetHealth-SpaLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom Service, , ,,,,,
The Britannia,Mai,Thailand,4.5,647,CCTV surveillanceFree InternetLaundry ServiceTravel Assistance, , ,,,,,
Shewe Wana Boutique Resort & Spa,Mai,Thailand,4.5,3035,Air ConditioningFree InternetHealth-SpaLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpa,Excellent location and very cordial staff...barely 10 mins from old town and all the historic sites..very close to the railway station..good breakfast..enjoyed our stay., ,,,,,
Amata Lanna Village,Mai,Thailand,5,3741,Air ConditioningConference RoomFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
Central Guesthouse,Mai,Thailand,4.5,1420,Air ConditioningFree InternetLaundry ServiceRestaurant/Coffee ShopTravel Assistance, , ,,,,,
Hostel by Bed,Mai,Thailand,,946,, , ,,,,,
Your Space Hotel Prasingh,Mai,Thailand,,1311,Laundry ServiceSwimming PoolTravel Assistance, , ,,,,,
Cody GuestHouse,Mai,Thailand,,881,, , ,,,,,
Villa Duangchampa,Mai,Thailand,,2801,Laundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpaTravel Assistance, , ,,,,,
an House,Mai,Thailand,,11798,Business ServicesLaundry ServiceRestaurant/Coffee ShopRoom ServiceTravel Assistance, , ,,,,,
Salee Hostel,Mai,Thailand,,453,Laundry ServiceParking FacilityTravel Assistance, , ,,,,,
Iris hostel,Mai,Thailand,,213,Banquet hallIndoor EntertainmentOutdoor ActivitiesRestaurant/Coffee ShopTravel Assistance, , ,,,,,
Rendezvous Guest House,Mai,Thailand,3.5,1298,Air ConditioningCCTV surveillanceFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopSpaTravel Assistance, , ,,,,,
Duangdren Place,Mai,Thailand,,1025,Air ConditioningAirport Transfer (on Demand)Free InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
Chuanchom Resort,Phatthalung,Thailand,,1917,Free InternetParking FacilityRoom Service, , ,,,,,
Chuanchom Resort,Phatthalung,Thailand,,1918,Free InternetParking FacilityRoom Service, , ,,,,,
Hop Inn Mae Sot,Sot,Thailand,,1221,Free InternetFront desk, , ,,,,,
Eco Inn Mae Sot,Sot,Thailand,,1691,Business ServicesFree InternetFront deskParking FacilityRestaurant/Coffee ShopTravel Assistance, , ,,,,,
Im Boutique Hotel,Sot,Thailand,,1148,Air ConditioningFree InternetOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpaTravel Assistance, , ,,,,,
Fortune D Mae Sot,Sot,Thailand,,1626,Air ConditioningBusiness ServicesIndoor EntertainmentParking FacilityRoom Service, , ,,,,,
Werot's Apartment,Sot,Thailand,,1317,Free InternetParking Facility, , ,,,,,
Chor Mai Hom Hotel,Sot,Thailand,,1317,Air ConditioningFree Internet, , ,,,,,
Ruksasuk House,Sot,Thailand,,1045,Free InternetFront desk, , ,,,,,
Irawadee Resort,Sot,Thailand,,1894,Free InternetLaundry ServiceRestaurant/Coffee Shop, , ,,,,,
Centra by Centara Hotel Mae Sot,Sot,Thailand,3.5,1949,Air ConditioningBanquet hallCCTV surveillanceConference RoomFree InternetHealth-SpaIndoor EntertainmentOutdoor Activities, , ,,,,,
Baan Maesot Boutique Resort,Sot,Thailand,4.5,1086,Laundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom Service, , ,,,,,
Centra by Centara Hotel Mae Sot,Sot,Thailand,3.5,1946,Air ConditioningBanquet hallCCTV surveillanceConference RoomFree InternetHealth-SpaIndoor EntertainmentOutdoor Activities, , ,,,,,
Moeimanee Resort,Sot,Thailand,,1904,Air ConditioningAirport Transfer (on Demand)Banquet hallFree InternetLaundry ServiceOutdoor ActivitiesSpa, , ,,,,,
Retro Twin Home at Maesot,Sot,Thailand,4.5,811,Laundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpaTravel Assistance, , ,,,,,
Auntie's Coffee Guesthouse,Sot,Thailand,,925,Restaurant/Coffee Shop, , ,,,,,
Eco Inn Mae Sot,Sot,Thailand,,1438,Business ServicesFree InternetFront deskParking FacilityRestaurant/Coffee ShopTravel Assistance, , ,,,,,
Fortune D Mae Sot,Sot,Thailand,,1540,Air ConditioningBusiness ServicesIndoor EntertainmentParking FacilityRoom Service, , ,,,,,
Chor Mai Hom Hotel,Sot,Thailand,,1318,Air ConditioningFree Internet, , ,,,,,
Irawadee Resort,Sot,Thailand,,1774,Free InternetLaundry ServiceRestaurant/Coffee Shop, , ,,,,,
Baan Maesot Boutique Resort,Sot,Thailand,4.5,1016,Laundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom Service, , ,,,,,
Casa De M,Sot,Thailand,,925,Laundry Service, , ,,,,,
Baan Maesot PLUS,Sot,Thailand,,1112,Free InternetOutdoor ActivitiesRestaurant/Coffee Shop, , ,,,,,
Baanrabiangmai Hotel,Sot,Thailand,,1608,Free InternetFront deskLaundry Service, , ,,,,,
B2 Mae Sot Premier Hotel,Sot,Thailand,,1078,Free InternetFront desk, , ,,,,,
J2 Hotel,Sot,Thailand,,1701,Free InternetFront desk, , ,,,,,
Hop Inn Mae Sot,Sot,Thailand,,1222,Free InternetFront desk, , ,,,,,
Im Boutique Hotel,Sot,Thailand,,1087,Air ConditioningFree InternetOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpaTravel Assistance, , ,,,,,
Ruksasuk House,Sot,Thailand,,980,Free InternetFront desk, , ,,,,,
Retro Twin Home at Maesot,Sot,Thailand,4.5,811,Laundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpaTravel Assistance, , ,,,,,
The Picturebook Guesthouse,Sot,Thailand,,1247,Conference RoomFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopTravel Assistance, , ,,,,,
Auntie's Coffee Guesthouse,Sot,Thailand,,925,Restaurant/Coffee Shop, , ,,,,,
R J House Resort,Sot,Thailand,,980,Free InternetFront desk, , ,,,,,
Irawadee Resort,Sot,Thailand,,1774,Free InternetLaundry ServiceRestaurant/Coffee Shop, , ,,,,,
Baanrabiangmai Hotel,Sot,Thailand,,1608,Free InternetFront deskLaundry Service, , ,,,,,
Casa De M,Sot,Thailand,,925,Laundry Service, , ,,,,,
The Teak Hotel,Sot,Thailand,,3996,, , ,,,,,
Auntie's Coffee Guesthouse,Sot,Thailand,,925,Restaurant/Coffee Shop, , ,,,,,
Hop Inn Mae Sot,Sot,Thailand,,1222,Free InternetFront desk, , ,,,,,
CK. Hills Hotel - Mae Sot,Sot,Thailand,,1792,, , ,,,,,
Happy Inn,Sot,Thailand,,714,, , ,,,,,
Im Boutique Hotel,Sot,Thailand,,1087,Air ConditioningFree InternetOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpaTravel Assistance, , ,,,,,
Queen Palace Hotel,Sot,Thailand,,1053,Airport Transfer (on Demand)Conference RoomLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopSpaSwimming Pool, , ,,,,,
Demir palas,Istanbul,tr,,2594,, , ,,,,,
YILDIRIM CITY HOME'S 1,Istanbul,tr,,25516,, , ,,,,,
Divan Corlu,Çorlu,Turkey,4,4255,Air ConditioningBanquet hallBusiness ServicesFree InternetHealth-SpaLaundry ServiceOutdoor ActivitiesRestaurant/Coffee Shop,Hotel was providing only 1/2 liter drinking water bottle on free of cost. Additional bottles are too costly., ,,,,,
Hilton Garden Inn Corlu,Çorlu,Turkey,,3368,Free InternetFront deskLaundry ServiceRestaurant/Coffee ShopRoom Service, , ,,,,,
Elit Hotel Corlu,Çorlu,Turkey,,2622,Free InternetFront deskLaundry ServiceParking FacilitySpa, , ,,,,,
Burc Best Hotel,Çorlu,Turkey,3.5,2543,Air ConditioningBanquet hallConference RoomFree InternetIndoor EntertainmentOutdoor ActivitiesRestaurant/Coffee ShopRoom Service, , ,,,,,
Wyndham Cerkezkoy,Çorlu,Turkey,,3187,Banquet hallBusiness ServicesFree InternetFront deskLaundry ServiceParking FacilityRestaurant/Coffee ShopSpa, , ,,,,,
Burc Best Hotel,Çorlu,Turkey,3.5,2395,Air ConditioningBanquet hallConference RoomFree InternetIndoor EntertainmentOutdoor ActivitiesRestaurant/Coffee ShopRoom Service, , ,,,,,
Hotel Amira Istanbul,Istanbul,Turkey,5,6657,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaIndoor Entertainment,Amazing location, ,,,,,
Villa Zurich Hotel - Near Taksim Square,Istanbul,Turkey,3.5,3367,Free InternetLaundry ServiceParking FacilityRestaurant/Coffee ShopRoom ServiceTravel Assistance, , ,,,,,
Radisson Blu Bosphorus Hotel,Istanbul,Turkey,4,9603,Air ConditioningBanquet hallBusiness ServicesConference RoomDiningFree InternetHealth-SpaIndoor Entertainment,The location is great. It is right on the banks of Bosphorous. The Jetty for the Bosphorous cruise is within walking distance as well. Many restaurants and shops near by. Had a great experience overall.,No Swimming pool...gym is very pathetic and most of staff don’t understand English but room...breakfast and location is good.,,,,,
Hilton Istanbul Bomonti Hotel & Conference Center,Istanbul,Turkey,4.5,3724,Air ConditioningAirport Transfer (on Demand)Banquet hallBusiness ServicesConference RoomFree InternetHealth-SpaLaundry Service, , ,,,,,
Istanbul Golden City Hotel,Istanbul,Turkey,4.5,4541,Air ConditioningBanquet hallBusiness ServicesConference RoomFree InternetIndoor EntertainmentLaundry ServiceParking Facility,Hotel was exactly as in the good reviews. The location,location is good,,,,,
Fraser Place Anthill Istanbul,Istanbul,Turkey,5,7516,Banquet hallBusiness ServicesConference RoomFree InternetHealth-SpaIndoor EntertainmentOutdoor ActivitiesRestaurant/Coffee Shop, , ,,,,,
Conrad Istanbul Bosphorus,Istanbul,Turkey,4.5,9391,Air ConditioningBanquet hallBusiness ServicesConference RoomFree InternetHealth-SpaLaundry ServiceOutdoor Activities,Its wonderful stay with Conrad, ,,,,,
DoubleTree by Hilton Istanbul - Moda,Istanbul,Turkey,4.5,6718,Air ConditioningBanquet hallBusiness ServicesConference RoomFree InternetHealth-SpaIndoor EntertainmentLaundry Service,it was a wonderful experience, ,,,,,
Tashkonak Hotel,Istanbul,Turkey,4.5,2574,Air ConditioningLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceTravel Assistance,very nice cozy hotel. budget friendly. 5 to 10 minutes walk to sultanahmet park which is the center point for haggis Sofia, ,,,,,
Eser Premium Hotel and Spa,Istanbul,Turkey,4,4493,Air ConditioningBanquet hallBusiness ServicesConference RoomFree InternetHealth-SpaIndoor EntertainmentLaundry Service, , ,,,,,
Tophane Suites,Istanbul,Turkey,5,4502,Business ServicesFree InternetFront deskLaundry ServiceParking FacilitySpaTravel Assistance,Convinient Location, ,,,,,
Istanberry - Berry Life Aparts,Istanbul,Turkey,4.5,1538,Free InternetFront deskLaundry ServiceParking FacilityRestaurant/Coffee ShopSpa, , ,,,,,
Unique Suite Hotel,Istanbul,Turkey,4,1594,Free InternetFront deskLaundry ServiceParking Facility, , ,,,,,
Galata Cicek Suites Hotel,Istanbul,Turkey,,2328,Free InternetFront desk, , ,,,,,
Guzi Rooms & Suites,Istanbul,Turkey,,2405,Free InternetFront desk, , ,,,,,
The Leos Residence,Istanbul,Turkey,4.5,5445,Business ServicesFree InternetFront deskLaundry ServiceParking FacilitySpaTravel Assistance, , ,,,,,
Ardilas Residence,Istanbul,Turkey,,4816,, , ,,,,,
Agora Suites,Istanbul,Turkey,,2010,Free InternetFront deskParking Facility, , ,,,,,
King White Houses,Istanbul,Turkey,,1879,Free InternetFront deskLaundry Service, , ,,,,,
Basak Apart Hotel,Istanbul,Turkey,,2710,Free InternetFront deskLaundry ServiceParking FacilitySpa, , ,,,,,
Radisson Blu Bosphorus Hotel,Istanbul,Turkey,4,9686,Air ConditioningBanquet hallBusiness ServicesConference RoomDiningFree InternetHealth-SpaIndoor Entertainment,The location is great. It is right on the banks of Bosphorous. The Jetty for the Bosphorous cruise is within walking distance as well. Many restaurants and shops near by. Had a great experience overall.,No Swimming pool...gym is very pathetic and most of staff don’t understand English but room...breakfast and location is good.,,,,,
Villa Zurich Hotel - Near Taksim Square,Istanbul,Turkey,3.5,3865,Free InternetLaundry ServiceParking FacilityRestaurant/Coffee ShopRoom ServiceTravel Assistance, , ,,,,,
Hotel Amira Istanbul,Istanbul,Turkey,5,5015,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaIndoor Entertainment,Amazing location, ,,,,,
Hilton Istanbul Bomonti Hotel & Conference Center,Istanbul,Turkey,4.5,4875,Air ConditioningAirport Transfer (on Demand)Banquet hallBusiness ServicesConference RoomFree InternetHealth-SpaLaundry Service, , ,,,,,
Fraser Place Anthill Istanbul,Istanbul,Turkey,5,7546,Banquet hallBusiness ServicesConference RoomFree InternetHealth-SpaIndoor EntertainmentOutdoor ActivitiesRestaurant/Coffee Shop, , ,,,,,
Conrad Istanbul Bosphorus,Istanbul,Turkey,4.5,9500,Air ConditioningBanquet hallBusiness ServicesConference RoomFree InternetHealth-SpaLaundry ServiceOutdoor Activities,Its wonderful stay with Conrad, ,,,,,
ibis Istanbul Esenyurt,Istanbul,Turkey,4,2824,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetLaundry ServiceRestaurant/Coffee Shop, , ,,,,,
Galley Hotel,Istanbul,Turkey,4,2010,Free InternetFront deskInternetLaundry ServiceParking FacilityRestaurant/Coffee Shop, , ,,,,,
DoubleTree by Hilton Istanbul - Moda,Istanbul,Turkey,4.5,5713,Air ConditioningBanquet hallBusiness ServicesConference RoomFree InternetHealth-SpaIndoor EntertainmentLaundry Service,it was a wonderful experience, ,,,,,
Eser Premium Hotel and Spa,Istanbul,Turkey,4,4510,Air ConditioningBanquet hallBusiness ServicesConference RoomFree InternetHealth-SpaIndoor EntertainmentLaundry Service, , ,,,,,
Moss Suites Residence,Istanbul,Turkey,3.5,2579,, , ,,,,,
Villa Sphendone Suites,Istanbul,Turkey,4.5,6999,Air ConditioningFree InternetIndoor EntertainmentLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceTravel Assistance, , ,,,,,
Tulip Guesthouse,Istanbul,Turkey,4.5,3145,Air ConditioningFree InternetOutdoor ActivitiesTravel Assistance, , ,,,,,
Butterfly Suites,Istanbul,Turkey,3.5,3355,Air ConditioningBusiness ServicesFree InternetFront deskLaundry ServiceRoom ServiceTravel Assistance, , ,,,,,
Asia Artemis Suite,Istanbul,Turkey,4,3495,Air ConditioningBanquet hallBusiness ServicesConference RoomFree InternetIndoor EntertainmentLaundry ServiceOutdoor Activities, , ,,,,,
Yusra Residence,Istanbul,Turkey,4.5,1747,Air ConditioningFree InternetLaundry ServiceRoom Service, , ,,,,,
Azre Hotel,Istanbul,Turkey,3.5,1310,Air ConditioningFree InternetFront deskLaundry ServiceParking FacilityRoom ServiceTravel Assistance, , ,,,,,
Apart Hotel Hippodrome,Istanbul,Turkey,4,3932,Air ConditioningFree InternetFront deskParking FacilityPets allowedRestaurant/Coffee ShopRoom Service, , ,,,,,
Cumbali Suite,Istanbul,Turkey,3.5,2359,Air ConditioningConference RoomFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceTravel Assistance, , ,,,,,
Tango Arjaan by Rotana,Istanbul,Turkey,4,4766,Air ConditioningBanquet hallBusiness ServicesConference RoomFree InternetHealth-SpaIndoor EntertainmentLaundry Service, , ,,,,,
GLK Premier Regency Suites & Spa,Istanbul,Turkey,4.5,8217,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomDiningFree InternetHealth-Spa, , ,,,,,
Mercia Hotels & Resorts,Istanbul,Turkey,3.5,3370,Air ConditioningBanquet hallCCTV surveillanceConference RoomFree InternetHealth-SpaIndoor EntertainmentLaundry Service, , ,,,,,
JW Marriott Istanbul Bosphorus,Istanbul,Turkey,,14119,, , ,,,,,
Six Senses Kocatas Mansions,Istanbul,Turkey,,17749,, , ,,,,,
Beyaz Konak an Ajwa Home,Istanbul,Turkey,,100494,, , ,,,,,
Galley Hotel,Istanbul,Turkey,4,2010,Free InternetFront deskInternetLaundry ServiceParking FacilityRestaurant/Coffee Shop, , ,,,,,
